tweets,time,hashtags
"@giovanna88 She’s gonna be a heartbreaker.
Such tender dancing ( one of my faves) she has depth of feeling♥️💋",2019-12-16 07:50:50,[]
@Rissi_Orlando Sometimes it’s takes me a couple tries🤣,2019-12-16 07:47:17,[]
"@10peeps3 @trishayearwood I♥️MANY #LindaRonstadt SONGS.They Were music of my youth. Joni &amp; Linda WERE BRILLIANT,BEAUTIFUL,SO SPECIAL.Linda Came To Roller skating Parties &amp; I Was With Joni
During Court &amp; Spark.Linda Did Song with Aaron Neville.THEY SANG LIKE ANGELS.Still Makes
me cry.Single best Version",2019-12-16 07:44:06,LindaRonstadt
@xannalenakx @Franzi_ska_ 👏🏻👏🏻👏🏻,2019-12-16 06:49:29,[]
"@cisforcher Phil Spector’s Xmas Album.
Sonny &amp; I sang on every cut.
You can hear me",2019-12-16 06:36:56,[]
@DebbieBlohm4 @ianbassin @rob_bennett He’ll terminate their corrupt asses,2019-12-16 06:33:56,[]
"@ianbassin @rob_bennett Are you kidding…Ha Fkng Ha.
Did You Grow Up With Mr.
Green jeans👨‍🌾⁉️You Couldn’t PossiblyHave Mentioned “Moscow Mitch”&amp;”FAIR”In Same
SENTENCE https://t.co/ZB4dTWuNyE",2019-12-16 06:31:28,[]
"@ianbassin @rob_bennett FK SENATE,THEY’RE THE”LETS NOT STOP💋KISSING Trump’s ASS TILL OUR LIPS ARE CHAPPED,&amp; BLEEDING, ACOLYTES.IF trump KILLED ANYONE ON ANY ST. IN NYC,THEY’D SAY”OFCOURSE HE KILLED HIM,HE WAS A 4⭐️GEN.,NEVER TRUMPER, WHO INSULTED”VLAD THE IMPALER”AS trump’s Making
USSR GREAT AGAIN",2019-12-16 06:21:21,[]
@KwikWarren @wardlamb Hhhmmmm🤔,2019-12-16 05:20:22,[]
👻 🎉 Resuscitated It✨,2019-12-16 05:18:01,[]
"Shows Over,Great Crowd,
LIKE ALL OF THEM🙌🏻
In Bus ,Took Make-up Off.
Saw Beautiful Puppies So Sweet,&amp; STRONG LOVING WOMEN(That’s What I’m Talk’n Bout )BROUGHT PUPPIES TO STAY WITH CREW.PPL NEED LOVING 4 PAW 🐾FRIENDS TO MAKE THEM LAUGH,&amp; TELL TROUBLES TO.
Only In Texas.☎️⚰️",2019-12-16 05:14:45,[]
"I🙏🏻The Myriad of Egregious
Heinous Acts trump Has Done unto Others,Will Be Done Unto Him A💯fold.I🙏🏻trump Gets Same Pity,Compassion,&amp;♥️He’s Given Abused,Unloved,Isolated⛓🧸Children⛓,When He’s🔒In⛓🍊⛓.I🙏🏻,As trump Has Taken The Food Out Of 750K Mouths,He Suffers Hunger",2019-12-15 21:53:43,[]
"@babyimcherss A good movie,Comfy Pj’s
Hot  choc (maybe) OH
GOT TO GO TAKE 🚿🧼🧽",2019-12-13 21:50:58,[]
"@cherornothing Actually the director didn’t want
“You Haven’t Seen The last of me” in the film…..He Said It Would”Ruin His Movie” I Was 
“Ok,YOU DO THE PRESS FOR THE FILM”😠🤬",2019-12-13 21:44:16,[]
"@olcott_dianne He would be so thrilled that he made such an impression on everyone. Hope He’s reading these.Sometimes He could be a softy…Not all gangstery . He had a Funny Laugh. He has a GREAT SCENE IN”RADIO DAYS”
With wonderful actress who was also in MOONSTRUCK",2019-12-13 21:23:05,[]
Thought ppl might like to know a little bit more about Danny🙏🏻 https://t.co/wNS3qE6awR,2019-12-13 21:12:30,[]
"@hasmik_h_s @KimKardashian @alexisohanian Girls,could you each take one step towards the turk👏🏻",2019-12-13 16:07:54,[]
"Goodbye Dear #DannyAiello 💔
Danny was a Great Actor, But a
Genius Comedic Actor.We Laughed so much. Making #Moonstruck ..It was one of the happiest times in my life,&amp; He Was apart of that Happy time.
Goodbye #JohnnyCammareri
 💋Loretta",2019-12-13 15:56:51,DannyAiello
"@HezTalk @selfstyledsiren I just woke up &amp; didn’t know.😢
He was so sweet &amp;,funny, but He thought I would kill him when I drove us through the tunnel 
MANY Times🥰",2019-12-13 15:34:30,[]
Later🕶,2019-12-13 08:44:13,[]
"@OGCherLovely Why are You surprised.
He mocked a man with a disability,He Mocked 
John McCain Even After He Was
Dead😱. He’s Loathsome, Grotesque,Putin Wannabe,With The IQ Of a Fruit-fly.",2019-12-13 08:43:51,[]
@10peeps3 Amen🙌🏻,2019-12-13 08:23:07,[]
@jameskwaters Why Did trump Obsess About Biden Corruption After Joe Was Head of Him In 2019⁉️ WHY Did He Give Ukraine Money &amp; Arms The Last 3 Yrs⁉️Instead of”DO US A FAVOR THOUGH” WHY DIDNT trump TELL ZELENSKY”CLEAN UP CORRUPTION OR YOU DONT GET A PENNY.Why Did He Let  Congress Give Them💰,2019-12-13 08:22:30,[]
"@BetsyNevil3 SHE IS A YOUNG WOMAN OF
QUALITY,DIGNITY,&amp; EMPATHY",2019-12-13 07:42:40,[]
@angela_oehley Their dad needs a🧠transplant,2019-12-13 07:39:39,[]
READ: NYS Attorney General Letitia James Says: 'The Trump Children Had to Undergo Compulsory Training to Ensure This Type of Illegal Activity Never Takes Place Again.' - Second Nexus. 🍎-🌲 https://t.co/4525ZQ2tuk,2019-12-13 07:28:27,[]
"President Trump Ordered To Pay
 $2 Million For Misusing Trump Foundation Funds:NPR.
Not New,But Was Spoken About 2Day.ONCE💰IS PUT IN UR CHARITY ITS NO LONGER URS.U CANT TOUCH IT.trump STOLE💰FROM HIS CHARITY 2 USE 4 HIS CAMPAIGN &amp; BUY PORTRAIT OF HIMSELF  https://t.co/Qtzj8PUTK8",2019-12-13 07:25:01,[]
"Robert,Bumpy Me &amp;Orphans Because of Azerbaijan. Me on Statue Of Lenin With Holes, Think bullet. Me standing in what WAS HUGE PARK WITH 100 YR OLD TREES.PPL WERE SO COLD…HAD TO  CUT THEM DOWN. PPL HAD NEXT TO NOTHING. ONE  FAMILY SHARED MONTHS FOOD. EVERYONE LAUGHED&amp; HAD DIGNITY https://t.co/U7fbyZKiXd",2019-12-13 02:41:17,[]
Landing Yerevan With supplies.Seats Bolted In tail &amp; handed us Oxygen canisters as we boarded.Pauli &amp; Me in Layers of clothes. I wore firefighter Boots2😴.Pauli was TROOPER &amp; GAZILLION Months Pregnant. Me  looking for water 2 Take bath. It came once a day if We were 🍀.💡2 if 🍀 https://t.co/zK7jIXd1G7,2019-12-13 01:42:15,[]
"Need to give❤️To DEAR Armenian  Friend  @esrailian He’s Been  Fighting The Powers that Be To Get Recognition.I KNOW ARMENIANS HAVE FOUGHT,&amp; DIED TO WIN RECOGNITION.I’ve Always Called him Lonsman. ,Today I Found it’s a Jewish word for countryman,trusted friend.He Is Both,Sorry",2019-12-12 22:47:46,[]
"@RafaArroio_ I AM CONSTANTLY AMAZED AT
CREATIVITY &amp; ABILITY OF YOU🐥🐣",2019-12-12 21:53:30,[]
"@drewhoyle OH🙌🏻OH👏🏻OH💋
WHAT CAN I SAY✨ 🏆✨YEAH https://t.co/elnv2NokDL",2019-12-12 21:51:17,[]
@thelegendcher 🍀💋,2019-12-12 20:32:44,[]
"OH MY GOD😭
UNANIMOUS PASSAGE OF
OF US🇺🇸SENATE RESOLUTION 
RECOGNITION,RECOGNIZING 
ARMENIAN GENOCIDE TODAY🙏🏻
GOD BLESS FELLOW ARMENIANS ALL OVER THE 🌎.
PAULI,ROBERT,&amp;I TOOK LIFE SAVING SUPPLIES TO YEREVAN IN A TRANSPORT PLANE,WHEN THERE WAS 2 HRS OF WATER A DAY,&amp; NO HEAT🕊",2019-12-12 20:30:50,[]
@cherornothing WAIT…. I SEE PAULI,2019-12-12 20:15:12,[]
"@cherornothing Paul &amp; Linda McCartney 
Party on Queen Mary.. think I’m 29⁉️",2019-12-12 20:14:26,[]
"@10peeps3 THIS IS RARE,ENDANGERED MONGOLIAN SHEEP THAT 
Satan’s Spawn Destroyed https://t.co/vrQKYyNlzE",2019-12-12 19:19:57,[]
"HOW MANY FELONIES, &amp; IMPEACHMENT OFFENSES CAN THIS LOSER HIDE🤫 https://t.co/19ck7JjnXv",2019-12-12 19:11:24,[]
